Sentiment,Tweets
[3],[' he data for Akola is wrong in Imd Mumbai page otal ainfall is  mm']
[3],['he Keter Akola Lima  Seat Dining Set from he Garden ange\n\nA unique modern styled plastic garden dining set per… ']
[3],['  Dear  \n\nPassbook Printing and CDM is not working from few days in elhara Branch District Akola Please…']
[3],[' It better not come out mid bc mfs gonna be mad as hell😂😂😂😂😂😂 like tf is he trying to prove 🤔 sebo hes o… ']
[5],[' amp what about rural area numbers  daily  PCMC  If not Delhi UP MP etc Look at good examples withi… ']
[3],['Begin your story here\n\nVUNDAWAN\n\n BHK  Lacs Onwards\n\n BHK  Lacs Onwards\n\nCall  to book your new h… ']
[3],['Dear  \n\nPassbook Printing and CDM is not working from few days in elhara Branch District Akola Pl… ']
[3],[' Akola Buldhana gives maximum seats to BJP but Akola Airport intentionally not being Developed at the co… ']
[3],[' Akola Buldhana gives maximum seats to BJP but Akola Airport intentionally not being Developed at the cost… ']
[3],['     We want dhoom with akshay sir this look ']
[3],['Latest pic of  sir from dabbooratnanicalendar 📸\n\nPhotography  \nAssisted By… ']
[3],['mandev yavatmal \none of the ancient temples\nhe emple was built in  during the reign of amdev ai Yadav… ']
[3],['Does anyone pick their favourite toilet in a pub that they always use or is it just me']
[3],['ruth be told the loan players are wack  chheii spurs ballin all through and theyre throwing balls Bakayo… ']
